CPT0000250005_1	WXS	.high_cov
CPT0001730005_1	WXS	.high_cov
CPT0008750012_1	WXS	.high_cov
CPT0008800006_1	WXS	.high_cov
CPT0010020010_1	WXS	.high_cov
CPT0011520006_1	WXS	.high_cov
CPT0014040006_1	WXS	.high_cov
CPT0017040007_1	WXS	.high_cov
CPT0019300010_1	WXS	.high_cov
CPT0019410010_1	WXS	.high_cov
CPT0025750009_1	WXS	.high_cov
CPT0063570009_1	WXS	.high_cov
CPT0063970007_1	WXS	.high_cov
CPT0064090006_1	WXS	.high_cov
CPT0064520010_1	WXS	.high_cov
CPT0065080013_1	WXS	.high_cov
CPT0065570009_1	WXS	.high_cov
CPT0065640009_1	WXS	.high_cov
CPT0077790007_1	WXS	.high_cov
CPT0077860006_1	WXS	.high_cov
CPT0077930007_1	WXS	.high_cov
CPT0078000006_1	WXS	.high_cov
CPT0078090007_1	WXS	.high_cov
CPT0078160007_1	WXS	.high_cov
CPT0078250006_1	WXS	.high_cov
CPT0081060010_1	WXS	.high_cov
CPT0081260007_1	WXS	.high_cov
CPT0081360007_1	WXS	.high_cov
CPT0081470007_1	WXS	.high_cov
CPT0083270006_1	WXS	.high_cov
CPT0086190010_1	WXS	.high_cov
CPT0087890010_1	WXS	.high_cov
CPT0088180010_1	WXS	.high_cov
CPT0088230009_1	WXS	.high_cov
CPT0088260010_1	WXS	.high_cov
CPT0088320009_1	WXS	.high_cov
CPT0088360009_1	WXS	.high_cov
CPT0088840010_1	WXS	.high_cov
CPT0089720009_1	WXS	.high_cov
CPT0091660009_1	WXS	.high_cov
CPT0092630009_1	WXS	.high_cov
CPT0093860009_1	WXS	.high_cov
CPT0093930010_1	WXS	.high_cov
CPT0093980010_1	WXS	.high_cov
CPT0094030009_1	WXS	.high_cov
CPT0094080010_1	WXS	.high_cov
CPT0094130010_1	WXS	.high_cov
CPT0094180009_1	WXS	.high_cov
CPT0094230010_1	WXS	.high_cov
CPT0094630010_1	WXS	.high_cov
CPT0094740010_1	WXS	.high_cov
CPT0094830010_1	WXS	.high_cov
CPT0094940010_1	WXS	.high_cov
CPT0108400009_1	WXS	.high_cov
CPT0108930009_1	WXS	.high_cov
CPT0109010010_1	WXS	.high_cov
CPT0109110012_1	WXS	.high_cov
CPT0109200010_1	WXS	.high_cov
CPT0109300010_1	WXS	.high_cov
CPT0123280006	WXS	.high_cov
CPT0123440006_1	WXS	.high_cov
CPT0123650009_1	WXS	.high_cov
CPT0123750006_1	WXS	.high_cov
CPT0123860009_1	WXS	.high_cov
CPT0123990009_1	WXS	.high_cov
CPT0124360006_1	WXS	.high_cov
CPT0124410007_1	WXS	.high_cov
CPT0124500006_1	WXS	.high_cov
CPT0124610007_1	WXS	.high_cov
CPT0124980007_1	WXS	.high_cov
CPT0125090006_1	WXS	.high_cov
CPT0125130006_1	WXS	.high_cov
CPT0126160010_1	WXS	.high_cov
CPT0127270006_1	WXS	.high_cov
CPT0138900010_1	WXS	.high_cov
CPT0139000010_1	WXS	.high_cov
CPT0146130010_1	WXS	.high_cov
CPT0161770007	WXS	.high_cov
CPT0161990008	WXS	.high_cov
CPT0162300019	*	.core
CPT0162300019	WXS	.high_cov
CPT0162300025	WXS	.high_cov
CPT0162600008	WXS	.high_cov
CPT0162710028	*	.core
CPT0162710028	WXS	.high_cov
CPT0162710034	WXS	.high_cov
CPT0162760006	WXS	.high_cov
CPT0162830008	WXS	.high_cov
CPT0163150002	WXS	.high_cov
CPT0163400002	WXS	.high_cov
CPT0166650009	WXS	.high_cov
CPT0166760007	WXS	.high_cov
CPT0166850009	WXS	.high_cov
CPT0169640006	WXS	.high_cov
CPT0169890006	WXS	.high_cov
CPT0170240007	WXS	.high_cov
CPT0170510019	*	.core
CPT0170510019	WXS	.high_cov
CPT0170510026	WXS	.high_cov
CPT0170600018	*	.core
CPT0170600018	WXS	.high_cov
CPT0170600024	WXS	.high_cov
CPT0171630020	*	.core
CPT0171630020	WXS	.high_cov
CPT0171630026	WXS	.high_cov
CPT0174700007	WXS	.high_cov
CPT0177220006	WXS	.high_cov
CPT0183450008	WXS	.high_cov
CPT0183750008	WXS	.high_cov
CPT0185920007	WXS	.high_cov
CPT0187550007	WXS	.high_cov
CPT0187590020	*	.core
CPT0187590020	WXS	.high_cov
CPT0187590026	WXS	.high_cov
CPT0187780007	WXS	.high_cov
CPT0187880023	*	.core
CPT0187880023	WXS	.high_cov
CPT0187880029	WXS	.high_cov
CPT0187930008	WXS	.high_cov
CPT0195790002	WXS	.high_cov
CPT0195860009	WXS	.high_cov
CPT0196040009	WXS	.high_cov
CPT0198310008	WXS	.high_cov
CPT0198420007	WXS	.high_cov
CPT0198600023	*	.core
CPT0198600023	WXS	.high_cov
CPT0198600029	WXS	.high_cov
CPT0198700008	WXS	.high_cov
CPT0198910008	WXS	.high_cov
CPT0203850007	WXS	.high_cov
CPT0207780010	WXS	.high_cov
CPT0207980008	WXS	.high_cov
CPT0208480008	WXS	.high_cov
CPT0208550008	WXS	.high_cov
CPT0209640008	WXS	.high_cov
CPT0221240007	WXS	.high_cov
CPT0221470008	WXS	.high_cov
CPT0222290002	WXS	.high_cov
CPT0223460006	WXS	.high_cov
CPT0224460007	WXS	.high_cov
CPT0226440006	WXS	.high_cov
CPT0226600007	WXS	.high_cov
CPT0226650007	WXS	.high_cov
CPT0226680008	WXS	.high_cov
CPT0226760007	WXS	.high_cov
CPT0227930007	WXS	.high_cov
CPT0229330002	WXS	.high_cov
CPT0235230007	WXS	.high_cov
CPT0236560007	WXS	.high_cov
CPT0236700008	WXS	.high_cov
CPT0236780008	WXS	.high_cov
CPT0237270011	WXS	.high_cov
CPT0237480007	WXS	.high_cov
CPT0237620010	WXS	.high_cov
CPT0237840007	WXS	.high_cov
CPT0237910007	WXS	.high_cov
CPT0238040008	WXS	.high_cov
CPT0238440008	WXS	.high_cov
CPT0238530008	WXS	.high_cov
CPT0238610012	WXS	.high_cov
CPT0238710007	WXS	.high_cov
CPT0238820008	WXS	.high_cov
CPT0238920007	WXS	.high_cov
CPT0239100012	WXS	.high_cov
CPT0239910007	WXS	.high_cov
CPT0241320008	WXS	.high_cov
CPT0244940010	WXS	.high_cov
CPT0245290002	WXS	.high_cov
CPT0245440002	WXS	.high_cov
CPT0245670002	WXS	.high_cov
CPT0246210010	WXS	.high_cov
CPT0246260010	WXS	.high_cov
CPT0246720006	WXS	.high_cov
CPT0246890006	WXS	.high_cov
CPT0246940006	WXS	.high_cov
CPT0246990006	WXS	.high_cov
CPT0247040009	WXS	.high_cov
CPT0248410007	WXS	.high_cov
CPT0254680006	WXS	.high_cov
CPT0256560006	WXS	.high_cov
CPT0264150009	WXS	.high_cov
CPT0275870006	WXS	.high_cov
e156f077-b1c4-45a7-b838-4b94d0b7921d	.deprecated		# duplicate unharmonized miRNA_Seq
1094ea67-0da9-4835-b5c2-d207e30d8a26	.deprecated		# duplicate unharmonized miRNA_Seq
